id,Moeda,Preço,1h,24h,7d,30d,Volume 24h,Capitalização de Mercado,FDV,Cap/FDV
3274.0,Nekocoin  ((=ↀΩↀ=)),"R$ 0,004578",0.0%,4.0%,5.4%,29.6%,"R$ 6.319,29",R$ 8.076.100,R$ 12.361.187,65.0
3276.0,Timeswap  TIME,"R$ 0,02303",0.1%,6.7%,25.4%,55.8%,R$ 105.547,R$ 8.060.609,R$ 40.303.044,2.0
3277.0,VEE  VEE,"R$ 0,001338",0.3%,1.4%,12.3%,19.1%,"R$ 22.738,08",R$ 8.052.366,R$ 8.052.366,10.0
3284.0,Hex Orange Address  HOA,"R$ 0,0536",1.0%,1.1%,13.7%,9.2%,"R$ 17.742,57",R$ 8.049.278,R$ 8.049.278,10.0
3278.0,DeFi Land  DFL,"R$ 0,001127",0.0%,2.9%,9.4%,1.0%,R$ 562.574,R$ 8.042.778,R$ 11.268.651,71.0
3279.0,Equalizer on Sonic  EQUAL,"R$ 7,46",0.3%,2.8%,14.2%,40.0%,"R$ 99.320,28",R$ 8.042.360,R$ 37.415.390,21.0
3280.0,Arthera  ARTHERA,"R$ 0,03466",-,-,-,-,"R$ 252,19",R$ 8.040.433,R$ 8.040.433,10.0
3281.0,Floppa Cat  FLOPPA,"R$ 0,008028",0.2%,4.5%,15.8%,5.2%,"R$ 36.367,73",R$ 8.032.649,R$ 8.032.649,10.0
3282.0,BSCPAD  BSCPAD,"R$ 0,1012",0.5%,1.0%,2.2%,1.6%,R$ 1.963.322,R$ 8.016.326,R$ 17.770.965,45.0
3283.0,DOLA Borrowing Right  DBR,"R$ 0,4651",0.1%,2.0%,2.0%,6.6%,R$ 200.693,R$ 8.015.470,R$ 15.808.977,51.0
3285.0,Quantum Biology DAO  QBIO,"R$ 0,04209",0.3%,1.8%,2.4%,6.8%,"R$ 67.601,93",R$ 8.002.653,R$ 18.101.641,44.0
3286.0,Inter Stable Token  IST,"R$ 5,69",0.1%,0.9%,0.2%,1.2%,"R$ 45.733,24",R$ 8.000.047,R$ 8.000.047,10.0
3287.0,Xfinance  XFI,"R$ 336,04",-,-,-,-,"R$ 33,60",R$ 7.988.293,R$ 16.802.234,48.0
3288.0,Powerloom  POWER,"R$ 0,1063",0.0%,1.5%,11.2%,14.0%,R$ 927.602,R$ 7.979.265,R$ 106.327.192,8.0
3289.0,DeFi  DEFI,"R$ 0,02384",0.9%,0.4%,5.3%,21.3%,R$ 3.240.363,R$ 7.975.513,R$ 23.876.083,33.0
3290.0,LockTrip  LOC,"R$ 0,4829",-,0.4%,3.6%,3.5%,"R$ 95,45",R$ 7.972.438,R$ 8.974.421,89.0
3291.0,SALT  SALT,"R$ 0,09087",0.3%,1.4%,64.8%,71.7%,"R$ 12.199,06",R$ 7.949.263,R$ 10.904.457,73.0
3296.0,The Big Five  BFT,"R$ 0,00008029",0.8%,4.5%,0.1%,30.5%,R$ 391.836,R$ 7.947.638,R$ 8.028.625,99.0
3294.0,Prophet of Ethereum  PROPHET,"R$ 0,007943",0.2%,11.4%,44.6%,140.8%,R$ 152.027,R$ 7.942.596,R$ 7.942.596,10.0
3292.0,Black Dragon  BLACKDRAGON,"R$ 0,061021",1.4%,3.3%,0.3%,15.3%,"R$ 36.387,29",R$ 7.921.763,R$ 7.921.763,10.0
3300.0,GHOAD  GHOAD,"R$ 0,001977",0.6%,4.3%,9.0%,18.4%,R$ 294.712,R$ 7.907.411,R$ 7.907.411,10.0
3295.0,USK  USK,"R$ 4,71",1.5%,5.4%,16.1%,2.8%,"R$ 31.343,58",R$ 7.905.378,R$ 7.905.378,10.0
3293.0,Agent YP by Virtuals  AIYP,"R$ 0,007884",0.5%,10.5%,1.8%,46.5%,"R$ 27.509,03",R$ 7.876.378,R$ 7.876.378,10.0
3297.0,Mystery  MYSTERY,"R$ 0,071871",0.2%,4.1%,25.8%,26.1%,R$ 6.611.583,R$ 7.871.926,R$ 7.871.926,10.0
3298.0,SatoshiVM  SAVM,"R$ 1,07",0.6%,1.6%,0.0%,10.4%,R$ 861.007,R$ 7.870.648,R$ 22.477.559,35.0
3302.0,PKT  PKT,"R$ 0,002221",-,-,-,-,"R$ 444,16",R$ 7.859.353,R$ 13.324.844,59.0
3303.0,opTrade AI  OPTR,"R$ 9,43",10.2%,41.6%,212.9%,376.5%,R$ 163.903,R$ 7.847.616,R$ 9.119.938,86.0
3304.0,Home3  HTS,"R$ 0,09866",1.6%,5.5%,3.5%,8.7%,"R$ 73.298,90",R$ 7.843.221,R$ 9.520.387,82.0
3305.0,Henlo Kart  KART,"R$ 0,073718",0.2%,6.6%,43.7%,-,"R$ 75.837,07",R$ 7.833.196,R$ 7.833.196,10.0
3299.0,Ajna Protocol  AJNA,"R$ 0,03728",0.2%,6.9%,6.5%,32.4%,R$ 814.739,R$ 7.832.342,R$ 36.971.769,21.0
3306.0,BNB Card  BNBCARD,"R$ 0,007831",2.7%,14.5%,28.8%,10.1%,R$ 2.392.079,R$ 7.831.358,R$ 7.831.358,10.0
3308.0,BullDogito  BDOGITO,"R$ 0,01974",0.0%,1.5%,2.2%,5.7%,"R$ 18.517,25",R$ 7.823.641,R$ 21.639.847,36.0
3307.0,Bitcoin Pro  BTCP,"R$ 60,64",0.1%,7.3%,31.9%,48.2%,"R$ 17.337,33",R$ 7.823.297,R$ 127.338.650,6.0
3309.0,Blocknet  BLOCK,"R$ 0,6702",-,0.9%,204.3%,1071.1%,"R$ 0,009382",R$ 7.821.807,-,
3310.0,MetaCene  MAK,"R$ 0,0408",1.0%,1.4%,43.9%,12.8%,R$ 12.876.213,R$ 7.819.667,R$ 40.816.006,19.0
3311.0,Cashaa  CAS,"R$ 0,01077",0.3%,2.0%,31.1%,46.8%,R$ 738.128,R$ 7.816.784,R$ 10.768.539,73.0
3301.0,Xavier: Renegade Angel  XAVIER,"R$ 0,007817",1.8%,12.8%,1.4%,-,"R$ 93.641,38",R$ 7.816.526,R$ 7.816.526,10.0
3312.0,XSwap Protocol  XSP,"R$ 0,003255",0.1%,2.0%,17.1%,0.8%,"R$ 98.626,93",R$ 7.802.506,R$ 42.316.121,18.0
3313.0,Unit Ethereum  UETH,"R$ 14.415,00",1.3%,0.7%,1.9%,40.5%,R$ 17.518.832,R$ 7.796.378,R$ 1.438.634.079.541,0.0
3314.0,Unit0  UNIT0,"R$ 0,9896",0.2%,5.6%,16.7%,30.6%,R$ 623.562,R$ 7.789.146,R$ 99.161.882,8.0
3275.0,SUBY  SUBY,"R$ 0,007789",8.7%,116.9%,25.8%,-,R$ 2.500.889,R$ 7.788.684,R$ 7.788.684,10.0
3315.0,QuantixAI  QAI,"R$ 544,36",0.1%,0.1%,5.4%,16.7%,R$ 26.821.254,R$ 7.775.754,R$ 5.443.624.354,0.0
3319.0,Gemini  GEMINI,"R$ 0,007771",0.6%,20.7%,81.0%,77.4%,"R$ 40.848,24",R$ 7.769.851,R$ 7.769.851,10.0
3316.0,GYAT Coin  GYAT,"R$ 0,007713",0.3%,4.2%,5.8%,23.8%,R$ 3.064.160,R$ 7.764.667,R$ 7.764.667,10.0
3318.0,Satori Network  SATORI,"R$ 17,55",0.1%,16.2%,6.9%,14.3%,"R$ 21.094,56",R$ 7.738.038,R$ 7.896.478,98.0
3320.0,MBP Coin  MBP,"R$ 0,3864",0.4%,0.8%,2.1%,4.6%,R$ 11.677.094,R$ 7.724.667,R$ 77.246.667,1.0
3321.0,Most Bridged USDC (Aleph Zero)  USDC,"R$ 5,68",1.6%,2.3%,0.8%,0.7%,"R$ 29.850,19",R$ 7.719.134,R$ 7.719.134,10.0
3317.0,tobi  TOBI,"R$ 0,007728",1.2%,22.3%,75.6%,538.2%,R$ 124.649,R$ 7.717.681,R$ 7.717.681,10.0
3322.0,YouSim  YOUSIM,"R$ 0,007677",0.4%,1.7%,22.5%,87.4%,"R$ 57.045,60",R$ 7.713.986,R$ 7.713.986,10.0
3323.0,POPDOG  POPDOG,"R$ 0,007754",1.5%,0.8%,14.3%,45.2%,R$ 773.689,R$ 7.705.611,R$ 7.705.611,10.0
3324.0,WTF Opossum  WTFO,"R$ 0,008692",0.1%,2.5%,1.9%,9.1%,R$ 166.091,R$ 7.701.614,R$ 7.701.614,10.0
3325.0,Send  SEND,"R$ 0,02546",0.1%,0.1%,7.1%,32.6%,"R$ 3.045,91",R$ 7.699.869,R$ 24.057.331,32.0
3326.0,Burrow  BRRR,"R$ 0,01269",0.2%,7.8%,9.7%,41.1%,"R$ 7.412,77",R$ 7.693.834,R$ 12.691.539,61.0
3327.0,Globiance Exchange  GBEX,"R$ 0,072082",1.5%,12.7%,8.8%,12.4%,"R$ 235,10",R$ 7.667.618,R$ 10.409.721,74.0
3328.0,Precipitate.ai  RAIN,"R$ 0,00766",0.3%,1.2%,5.8%,3.7%,"R$ 18.892,22",R$ 7.665.034,R$ 7.665.034,10.0
3329.0,HYDRA  HYDRA,"R$ 0,069322",5.6%,11.5%,37.2%,0.3%,"R$ 5.411,22",R$ 7.658.181,R$ 7.658.181,10.0
3330.0,Wrapped CTC  WCTC,"R$ 1,97",0.2%,0.1%,4.4%,44.2%,"R$ 51.819,75",R$ 7.657.617,R$ 7.657.617,10.0
3331.0,Libertum  LBM,"R$ 0,1321",1.6%,3.0%,3.5%,23.9%,R$ 528.521,R$ 7.656.499,R$ 26.437.371,29.0
3332.0,Datamall Coin  DMC,"R$ 0,01998",0.0%,2.4%,6.3%,3.3%,R$ 554.765,R$ 7.650.236,R$ 9.922.391,77.0
3333.0,Koii  KOII,"R$ 0,006749",0.1%,0.2%,3.4%,25.8%,R$ 543.536,R$ 7.649.180,R$ 68.627.322,11.0
3334.0,Perry  PERRY,"R$ 0,007674",1.5%,27.4%,5.0%,20.8%,R$ 17.118.988,R$ 7.648.144,R$ 7.648.144,10.0
3335.0,Homebrew Robotics Club  BREW,"R$ 0,01016",3.6%,15.2%,25.4%,35.5%,R$ 625.559,R$ 7.640.479,R$ 10.367.141,74.0
3337.0,BinaryX [OLD]  BNX,"R$ 2,89",-,-,-,-,"R$ 35.422,22",R$ 7.628.140,R$ 17.335.724,44.0
3338.0,Ring AI  RING,"R$ 0,07622",1.5%,0.8%,0.5%,12.6%,R$ 533.657,R$ 7.621.566,R$ 7.621.566,10.0
3339.0,enfineo  ENF,"R$ 0,2492",3.2%,15.9%,17.1%,30.1%,R$ 763.949,R$ 7.620.142,R$ 27.410.407,28.0
3340.0,Tutellus  TUT,"R$ 0,08446",0.1%,0.8%,4.6%,13.8%,"R$ 440,53",R$ 7.617.807,R$ 16.823.987,45.0
3341.0,DREAM  DREAM,"R$ 0,007637",0.1%,11.2%,12.1%,13.0%,R$ 676.293,R$ 7.613.653,R$ 7.613.653,10.0
3336.0,Crashout  CRASHOUT,"R$ 0,007598",0.7%,4.0%,9.0%,48.4%,R$ 519.932,R$ 7.598.210,R$ 7.598.210,10.0
3343.0,Blinks.gg  BGG1,"R$ 0,007599",0.4%,6.1%,80.3%,118.8%,R$ 1.053.737,R$ 7.598.075,R$ 7.598.075,10.0
3342.0,Hund  HUND,"R$ 0,01899",0.6%,3.4%,1.1%,11.6%,R$ 11.851.497,R$ 7.597.025,R$ 7.597.025,10.0
3344.0,I love puppies  PUPPIES,"R$ 0,061806",0.4%,2.7%,13.3%,3.5%,R$ 2.705.107,R$ 7.596.826,R$ 7.596.826,10.0
3345.0,Mubarakah  MUBARAKAH,"R$ 0,007654",1.6%,27.2%,60.2%,40.0%,R$ 9.567.284,R$ 7.595.290,R$ 7.595.290,10.0
3346.0,Efforce  WOZX,"R$ 0,01229",0.2%,3.2%,12.9%,23.1%,R$ 894.595,R$ 7.577.282,R$ 12.243.402,62.0
3347.0,FUNGI  FUNGI,"R$ 0,007745",2.9%,11.0%,22.5%,122.8%,"R$ 23.350,29",R$ 7.573.189,R$ 7.573.189,10.0
3348.0,XALPHA.AI  XALPHA,"R$ 0,07573",0.1%,0.9%,1.6%,34.3%,"R$ 402,45",R$ 7.572.774,R$ 7.572.774,10.0
3349.0,Kolwaii by Virtuals  VIBES,"R$ 0,007571",0.1%,16.2%,9.6%,689.5%,"R$ 688,01",R$ 7.571.282,R$ 7.571.282,10.0
3351.0,StarryNift  SNIFT,"R$ 0,04933",0.1%,1.7%,4.6%,10.5%,R$ 3.528.690,R$ 7.567.918,R$ 49.329.554,15.0
3352.0,Maza  MZC,"R$ 0,003298",-,0.0%,106.1%,52.5%,"R$ 0,00",R$ 7.564.866,R$ 7.978.539,95.0
3350.0,Pog Coin  POGS,"R$ 0,003782",0.2%,6.2%,7.1%,20.4%,"R$ 1.922,40",R$ 7.563.271,R$ 7.563.271,10.0
3353.0,Kekius Maximus  KM,"R$ 0,007564",0.1%,4.3%,29.2%,4.9%,R$ 1.325.501,R$ 7.559.325,R$ 7.559.325,10.0
3355.0,Dust Protocol  DUST,"R$ 0,2268",0.3%,1.6%,0.4%,11.7%,"R$ 771,64",R$ 7.552.658,R$ 7.552.658,10.0
3356.0,SuperDapp  SUPR,"R$ 0,02837",-,-,-,-,"R$ 18,41",R$ 7.547.323,R$ 28.369.738,27.0
3357.0,PONGO  PONGO,"R$ 0,077546",0.6%,9.0%,28.5%,18.6%,R$ 536.862,R$ 7.545.871,R$ 7.545.871,10.0
3354.0,Let's Farty  FARTY,"R$ 0,007521",0.1%,2.3%,5.5%,4.6%,"R$ 986,52",R$ 7.520.614,R$ 7.520.614,10.0
3358.0,Talis Protocol  TALIS,"R$ 0,01912",0.1%,5.0%,5.9%,3.6%,"R$ 2.952,37",R$ 7.515.639,R$ 19.120.064,39.0
3359.0,TypeAI  TYPE,"R$ 0,7903",0.6%,3.6%,22.0%,19.2%,"R$ 48.299,09",R$ 7.514.405,R$ 7.909.900,95.0
3360.0,ElonDoge.io  EDOGE,"R$ 0,071369",0.1%,1.5%,5.2%,10.2%,"R$ 29,00",R$ 7.506.533,R$ 13.685.503,55.0
3361.0,Shibwifhatcoin  SHIB,"R$ 0,007507",0.3%,0.8%,2.7%,43.1%,"R$ 30.885,47",R$ 7.500.985,R$ 7.500.985,10.0
3362.0,Sirius Chain  XPX,"R$ 0,001157",0.1%,2.0%,4.6%,40.1%,"R$ 577,98",R$ 7.499.396,R$ 10.413.211,72.0
3363.0,Grape  GRP,"R$ 1,68",-,-,-,-,"R$ 674,83",R$ 7.495.426,R$ 16.828.740,45.0
3364.0,Red Kite  PKF,"R$ 0,05246",0.2%,1.4%,5.0%,27.8%,"R$ 7.760,59",R$ 7.472.135,R$ 10.493.677,71.0
3365.0,Tokenomy  TEN,"R$ 0,06454",1.5%,0.6%,4.3%,15.6%,"R$ 4.531,93",R$ 7.454.255,R$ 12.908.088,58.0
3366.0,Raini Studios Token  RST,"R$ 0,01318",0.2%,1.4%,28.3%,15.3%,"R$ 14.863,42",R$ 7.450.113,R$ 12.121.329,61.0
3368.0,Selenium  SELE,"R$ 1,19",0.2%,4.5%,7.0%,14.4%,"R$ 935,89",R$ 7.439.659,R$ 7.439.659,10.0
3367.0,Ultraround Money  CIRCLE,"R$ 8,79",2.3%,0.7%,8.2%,111.0%,R$ 200.662,R$ 7.437.878,R$ 7.437.878,10.0
3370.0,Sora Validator  VAL,"R$ 0,1281",10.2%,1.6%,16.3%,22.5%,R$ 157.905,R$ 7.437.135,R$ 12.809.627,58.0
3369.0,Mellow Man  MELLOW,"R$ 0,107",9.6%,21.7%,11.6%,109.7%,R$ 202.981,R$ 7.436.253,R$ 7.436.253,10.0
3372.0,BNBXBT  BNBXBT,"R$ 0,007355",0.1%,2.8%,13.5%,30.2%,R$ 8.876.708,R$ 7.433.457,R$ 7.433.457,10.0
3373.0,Popsicle Finance  ICE,"R$ 1,10",6.0%,11.8%,7.1%,15.0%,"R$ 380,02",R$ 7.419.912,R$ 26.560.709,28.0
3371.0,Token.com  TOKEN,"R$ 0,01483",0.1%,1.2%,5.1%,10.9%,"R$ 7.338,84",R$ 7.412.579,R$ 14.825.158,5.0
3376.0,AZCoiner  AZC,"R$ 0,01861",-,-,-,-,"R$ 1.048,67",R$ 7.410.690,R$ 93.040.676,8.0
3377.0,BOB Network Bridged USDT (BOB Network)  USDT,"R$ 5,67",0.0%,0.5%,0.5%,0.3%,R$ 451.592,R$ 7.409.093,R$ 7.409.093,10.0
3375.0,We Love Tits  TITS,"R$ 0,007406",2.2%,1.0%,33.9%,81.0%,R$ 1.361.228,R$ 7.405.455,R$ 7.405.455,10.0
3378.0,CAPY  CAPY,"R$ 0,007106",6.2%,6.2%,-,-,R$ 1.129.792,R$ 7.393.844,R$ 7.393.844,10.0
3379.0,Unicorn  UWU,"R$ 0,0004617",0.0%,1.7%,33.7%,8.4%,R$ 966.508,R$ 7.387.502,R$ 7.387.502,10.0
3380.0,XMON  XMON,"R$ 2.924,81",0.0%,0.5%,29.9%,31.8%,R$ 426.764,R$ 7.382.888,R$ 29.248.200,25.0
3381.0,Everclear  NEXT,"R$ 0,06904",0.3%,9.3%,32.0%,22.3%,"R$ 720,29",R$ 7.376.881,R$ 69.044.961,11.0
3382.0,Wizard Gang  WIZARD,"R$ 0,007356",1.3%,9.0%,4.9%,60.2%,R$ 17.550.569,R$ 7.374.699,R$ 7.374.699,10.0
3390.0,Imaginary Ones  BUBBLE,"R$ 0,005285",0.2%,0.7%,0.7%,4.4%,R$ 886.850,R$ 7.369.602,R$ 52.846.678,14.0
3383.0,Gemach  GMAC,"R$ 0,01473",0.0%,0.1%,7.5%,24.7%,"R$ 6.077,12",R$ 7.368.455,R$ 7.368.455,10.0
3384.0,Dedium  DEDI,"R$ 0,1473",1.3%,5.7%,11.3%,17.4%,"R$ 67.638,50",R$ 7.364.977,R$ 36.824.882,2.0
3386.0,Buying.com  BUY,"R$ 0,01125",0.7%,0.0%,2.1%,21.6%,R$ 495.474,R$ 7.355.227,R$ 11.096.694,66.0
3385.0,Convertible JPY Token  CJPY,"R$ 0,03459",0.3%,0.5%,6.9%,2.6%,"R$ 26.235,94",R$ 7.354.932,R$ 7.354.932,10.0
3387.0,Wefi  WEFI,"R$ 0,1756",0.0%,0.2%,3.5%,12.3%,"R$ 53.691,47",R$ 7.354.378,R$ 17.559.200,42.0
3398.0,0xsim by Virtuals  SAGE,"R$ 0,007339",1.2%,17.8%,13.6%,36.0%,"R$ 263,37",R$ 7.338.614,R$ 7.338.614,10.0
3389.0,MultiVAC  MTV,"R$ 0,002121",0.3%,1.7%,1.1%,7.2%,R$ 1.660.740,R$ 7.337.431,R$ 21.207.807,35.0
3388.0,🟥🟪🟦🟩🟨🟧  🟥🟩,"R$ 0,00734",0.2%,2.4%,12.3%,14.8%,R$ 408.627,R$ 7.337.363,R$ 7.337.363,10.0
3391.0,Strategic Solana Reserve  SSR,"R$ 0,007255",4.2%,106.3%,102.1%,189.7%,R$ 723.234,R$ 7.293.304,R$ 7.293.304,10.0
3392.0,maicrotrader  MAICRO,"R$ 0,007835",0.5%,3.0%,30.9%,23.6%,"R$ 53.361,54",R$ 7.292.640,R$ 7.841.548,93.0
3394.0,Dtec token  DTEC,"R$ 0,274",0.2%,4.7%,13.6%,46.7%,R$ 1.055.369,R$ 7.287.500,R$ 92.691.150,8.0
3393.0,SoBULL [OLD]  SOBULL,"R$ 0,007389",-,-,-,-,"R$ 0,00",R$ 7.286.464,R$ 7.286.464,10.0
3395.0,Nest Protocol  NEST,"R$ 0,001227",0.6%,3.2%,3.9%,46.0%,R$ 1.543.581,R$ 7.272.964,R$ 12.265.402,59.0
3396.0,Gifto  GFT,"R$ 0,003239",0.0%,0.0%,8.3%,63.3%,R$ 511.557,R$ 7.255.233,R$ 7.255.233,10.0
3397.0,Move Dollar  MOD,"R$ 5,65",0.1%,0.5%,0.6%,0.5%,R$ 463.284,R$ 7.253.930,R$ 7.253.930,10.0
3400.0,FUSION  FSN,"R$ 0,09291",0.1%,0.7%,6.0%,16.3%,R$ 782.974,R$ 7.247.067,R$ 7.296.422,99.0
3408.0,SolCypher  CYPHER,"R$ 0,007235",1.9%,15.7%,57.0%,-,R$ 537.347,R$ 7.234.936,R$ 7.234.936,10.0
3401.0,Wall Street Memes  WSM,"R$ 0,003842",0.3%,7.5%,42.1%,0.3%,"R$ 50.336,22",R$ 7.230.578,R$ 7.683.794,94.0
3402.0,TgMetrics  TGMETRICS,"R$ 0,007375",1.8%,17.0%,30.2%,177.7%,R$ 265.533,R$ 7.225.178,R$ 7.370.949,98.0
3403.0,Tate Terminal  TATE,"R$ 0,007221",1.8%,3.1%,109.8%,125.5%,R$ 525.758,R$ 7.221.203,R$ 7.221.203,10.0
3404.0,SANTA by Virtuals  SANTA,"R$ 0,007219",0.7%,26.3%,107.9%,324.4%,"R$ 70.355,06",R$ 7.218.748,R$ 7.218.748,10.0
3405.0,SophiaVerse  SOPH,"R$ 0,02773",0.3%,3.4%,9.4%,4.5%,R$ 889.052,R$ 7.213.556,R$ 27.727.404,26.0
3406.0,PIRB  PIRB,"R$ 0,1038",0.2%,1.5%,8.2%,32.1%,"R$ 2.741,24",R$ 7.209.128,R$ 7.209.128,10.0
3434.0,aura  AURA,"R$ 0,007481",3.0%,7.7%,4.8%,9.9%,R$ 353.839,R$ 7.206.063,R$ 7.206.063,10.0
3399.0,Gen Z Quant  QUANT,"R$ 0,007202",3.5%,30.5%,1.2%,12.4%,R$ 2.100.282,R$ 7.200.819,R$ 7.200.819,10.0
3407.0,3SPACE ART  PACE,"R$ 0,109",0.0%,0.2%,0.8%,1.3%,R$ 530.457,R$ 7.195.767,R$ 10.898.641,66.0
3409.0,W Coin  WCO,"R$ 0,00248",0.5%,9.5%,10.6%,33.6%,R$ 889.569,R$ 7.192.969,R$ 24.803.342,29.0
3411.0,PirateCash  PIRATE,"R$ 0,1117",0.1%,0.9%,0.5%,2.3%,R$ 241.526,R$ 7.186.770,R$ 11.729.391,61.0
3410.0,Help  HELP,"R$ 78,95",-,-,-,-,"R$ 11.646,81",R$ 7.184.862,R$ 23.686.026,3.0
3412.0,Pairs  PAIRS,"R$ 0,0008957",6.2%,0.8%,41.7%,-,"R$ 29.987,00",R$ 7.164.647,R$ 7.164.647,10.0
3413.0,Etherfuse USTRY  USTRY,"R$ 5,85",0.7%,0.4%,0.3%,0.3%,"R$ 10,77",R$ 7.162.359,R$ 7.162.359,10.0
3414.0,cr0w by Virtuals  CROW,"R$ 0,007398",0.3%,12.0%,25.8%,22.0%,"R$ 44.176,44",R$ 7.157.674,R$ 7.398.305,97.0
3415.0,Kava Lend  HARD,"R$ 0,05303",0.5%,8.0%,4.2%,16.5%,R$ 2.356.533,R$ 7.147.607,R$ 10.605.414,67.0
3418.0,Threshold USD  THUSD,"R$ 5,56",0.0%,0.0%,0.2%,1.2%,R$ 464.641,R$ 7.117.363,R$ 1.118.795.886,1.0
3416.0,FU  FU,"R$ 0,00004014",0.0%,0.6%,6.0%,2.1%,"R$ 2.331,86",R$ 7.113.856,R$ 7.113.856,10.0
3417.0,Reddio Vault Ethereum  RSVETH,"R$ 13.850,85",1.0%,4.6%,4.8%,42.4%,"R$ 2.975,97",R$ 7.111.625,R$ 7.111.625,10.0
3419.0,Stryke  SYK,"R$ 0,1955",0.8%,1.7%,1.9%,24.9%,"R$ 27.944,72",R$ 7.105.255,R$ 7.105.255,10.0
3420.0,Stargate Bridged USDT (Flare Network)  USDT,"R$ 5,67",0.1%,0.6%,0.4%,1.0%,R$ 142.717,R$ 7.100.634,R$ 7.100.634,10.0
3421.0,cloudyheart  CLOUDY,"R$ 0,007099",1.7%,5.4%,2.1%,40.1%,R$ 14.832.424,R$ 7.099.394,R$ 7.099.394,10.0
3422.0,Kobushi  KOBUSHI,"R$ 0,00001683",12.3%,74.6%,43.1%,-,R$ 1.722.827,R$ 7.086.285,R$ 7.086.285,10.0
3424.0,TAOlie Coin  TAOLIE,"R$ 0,00704",0.5%,7.6%,76.6%,80.3%,"R$ 1.671,46",R$ 7.074.104,R$ 7.074.104,10.0
3423.0,21.co Wrapped BTC  21BTC,R$ 615.375,0.2%,2.3%,4.7%,15.9%,R$ 249.989,R$ 7.066.826,R$ 7.066.826,10.0
3374.0,I am Him  HIM,"R$ 0,007064",10.6%,23.7%,-,-,R$ 15.004.674,R$ 7.063.701,R$ 7.063.701,10.0
3425.0,HDOKI  OKI,"R$ 0,006515",0.1%,0.2%,0.4%,7.1%,R$ 126.403,R$ 7.061.568,R$ 26.060.286,27.0
3426.0,ZaichXBT  ZAI,"R$ 0,007059",0.6%,0.9%,1.1%,31.6%,"R$ 2.925,90",R$ 7.056.568,R$ 7.056.568,10.0
3429.0,RWAX  RWAX,"R$ 0,429",0.2%,3.4%,2.8%,8.0%,"R$ 53.175,49",R$ 7.019.043,R$ 21.451.560,33.0
3428.0,Koi  KOI,"R$ 0,01405",0.0%,1.0%,8.2%,8.9%,"R$ 13.567,63",R$ 7.018.504,R$ 14.037.009,5.0
3431.0,SpunkySDX  SSDX,"R$ 0,00001401",-,-,-,-,"R$ 101,97",R$ 7.007.332,R$ 7.007.332,10.0
3432.0,PUPS (Ordinals) [OLD]  PUPS,"R$ 0,9007",-,-,-,-,"R$ 109,47",R$ 6.998.267,R$ 6.998.267,10.0
3433.0,Voucher BNC  VBNC,"R$ 0,9855",-,-,-,-,"R$ 29,93",R$ 6.993.389,R$ 6.993.389,10.0
3435.0,Feathercoin  FTC,"R$ 0,02426",-,-,-,-,"R$ 0,00",R$ 6.985.931,R$ 6.987.664,10.0
3430.0,AROK.VC  AROK,"R$ 0,006986",0.1%,2.3%,35.7%,115.2%,"R$ 137,33",R$ 6.985.557,R$ 6.985.557,10.0
3436.0,rETH2  RETH2,"R$ 14.960,41",-,-,-,-,"R$ 1.316,83",R$ 6.985.464,R$ 6.985.464,10.0
3437.0,Alchemist  MIST,"R$ 2,80",0.2%,1.5%,1.1%,40.8%,"R$ 30,44",R$ 6.981.918,R$ 6.981.918,10.0
3427.0,GUMMY  GUMMY,"R$ 0,008807",0.9%,1.7%,9.8%,11.9%,R$ 2.890.786,R$ 6.979.059,R$ 6.979.059,10.0
3439.0,Based Bario  BARIO,"R$ 0,006949",0.2%,7.9%,22.9%,14.7%,R$ 757.672,R$ 6.957.068,R$ 6.957.068,10.0
3452.0,Rkey  RKEY,"R$ 0,02119",1.8%,3.4%,52.3%,56.7%,R$ 259.978,R$ 6.953.139,R$ 21.190.283,33.0
3441.0,Xraders  XR,"R$ 0,1927",0.1%,0.7%,1.6%,40.0%,R$ 6.823.756,R$ 6.946.226,R$ 19.270.908,36.0
3438.0,NOTAI  NOTAI,"R$ 0,00007308",0.1%,2.4%,1.9%,2.5%,R$ 5.239.930,R$ 6.942.586,R$ 7.307.986,95.0
3442.0,Basilisk  BSX,"R$ 0,0002963",0.7%,0.1%,7.2%,10.1%,"R$ 24.281,70",R$ 6.940.268,R$ 14.426.387,48.0
3443.0,Bullieverse  BULL,"R$ 0,008121",0.5%,0.0%,6.8%,7.7%,R$ 800.908,R$ 6.927.804,R$ 8.118.646,85.0
3445.0,Prism  PRISM,"R$ 0,003773",0.0%,4.9%,9.0%,7.6%,R$ 459.625,R$ 6.922.755,R$ 7.218.572,96.0
3446.0,Beam Bridged USDC (Beam)  USDC,"R$ 5,63",1.1%,0.1%,1.2%,0.9%,R$ 469.605,R$ 6.920.602,R$ 6.920.602,10.0
3444.0,Vainguard  VAIN,"R$ 0,006925",0.1%,12.8%,25.8%,24.4%,"R$ 260,11",R$ 6.920.471,R$ 6.920.471,10.0
3447.0,Anzen Finance  ANZ,"R$ 0,008128",0.3%,2.8%,15.0%,6.5%,"R$ 8.821,86",R$ 6.917.348,R$ 81.272.259,9.0
3448.0,Kommunitas  KOM,"R$ 0,004207",1.0%,0.1%,0.6%,15.5%,R$ 547.205,R$ 6.916.184,R$ 8.328.928,83.0
